subject_id,game_difficulty,world_number,blink_start,blink_end,blink_duration
AL09OL,easy,0,2428.0,2508.0,80.0
AL09OL,easy,1,2862.0,2974.0,112.0
AL09OL,easy,1,3502.0,3678.0,176.0
AL09OL,easy,1,4494.0,4670.0,176.0
AL09OL,easy,1,9738.0,9905.0,167.0
AL09OL,easy,1,11038.0,11221.0,183.0
AL09OL,easy,1,12071.0,12205.0,134.0
AL09OL,easy,1,13555.0,13705.0,150.0
AL09OL,easy,1,14421.0,14621.0,200.0
AL09OL,easy,1,15638.0,15771.0,133.0
AL09OL,easy,1,16574.0,16719.0,145.0
AL09OL,easy,1,17983.0,18127.0,144.0
AL09OL,easy,1,19055.0,19215.0,160.0
AL09OL,easy,1,19967.0,20159.0,192.0
AL09OL,easy,1,20786.0,20994.0,208.0
AL09OL,easy,1,21442.0,21762.0,320.0
AL09OL,easy,1,22210.0,22370.0,160.0
AL09OL,easy,1,23458.0,23618.0,160.0
AL09OL,easy,1,24562.0,24690.0,128.0
AL09OL,easy,1,25362.0,25506.0,144.0
AL09OL,easy,1,26562.0,26706.0,144.0
AL09OL,easy,1,29344.0,29488.0,144.0
AL09OL,easy,1,30595.0,30723.0,128.0
AL09OL,easy,2,1114.0,1280.0,166.0
AL09OL,easy,2,1980.0,2264.0,284.0
AL09OL,easy,2,2731.0,2930.0,199.0
AL09OL,easy,2,5664.0,5780.0,116.0
AL09OL,easy,2,8830.0,8947.0,117.0
AL09OL,easy,2,11931.0,12049.0,118.0
AL09OL,easy,2,15397.0,15497.0,100.0
AL09OL,easy,2,16847.0,17114.0,267.0
AL09OL,easy,2,17397.0,17514.0,117.0
AL09OL,easy,2,17881.0,18114.0,233.0
AL09OL,easy,2,18497.0,18614.0,117.0
AL09OL,easy,2,20931.0,21031.0,100.0
AL09OL,easy,3,694.0,854.0,160.0
AL09OL,easy,3,2022.0,2182.0,160.0
AL09OL,easy,3,3948.0,4129.0,181.0
AL09OL,easy,3,6895.0,7029.0,134.0
AL09OL,easy,3,10062.0,10196.0,134.0
AL09OL,easy,3,10929.0,11229.0,300.0
AL09OL,easy,3,13979.0,14146.0,167.0
AL09OL,easy,3,15312.0,15446.0,134.0
AL09OL,easy,3,19196.0,19329.0,133.0
AL09OL,easy,3,19979.0,20096.0,117.0
AL09OL,easy,3,21246.0,21363.0,117.0
AL09OL,easy,3,21963.0,22213.0,250.0
AL09OL,easy,3,23029.0,23229.0,200.0
AL09OL,easy,3,23629.0,23846.0,217.0
AL09OL,easy,3,24480.0,24729.0,249.0
AL09OL,easy,3,25163.0,25396.0,233.0
AL09OL,easy,3,27096.0,27230.0,134.0
AL09OL,easy,3,30080.0,30180.0,100.0
AL09OL,easy,3,30446.0,30663.0,217.0
AL09OL,easy,3,31196.0,31396.0,200.0
AL09OL,easy,3,32130.0,32280.0,150.0
AL09OL,easy,3,33913.0,34010.0,97.0
AL09OL,easy,3,34234.0,34463.0,229.0
AL09OL,easy,3,35030.0,35330.0,300.0
AL09OL,easy,3,35763.0,35913.0,150.0
AL09OL,easy,3,36313.0,36681.0,368.0
AL09OL,easy,3,37213.0,37565.0,352.0
AL09OL,easy,3,37797.0,38115.0,318.0
AL09OL,easy,3,38613.0,38797.0,184.0
AL09OL,easy,3,41230.0,41363.0,133.0
AL09OL,easy,3,42080.0,42297.0,217.0
AL09OL,easy,3,44080.0,44313.0,233.0
AL09OL,easy,3,45166.0,45347.0,181.0
AL09OL,easy,3,46064.0,46247.0,183.0
AL09OL,easy,3,47514.0,47897.0,383.0
AL09OL,easy,3,48480.0,48580.0,100.0
AL09OL,easy,3,50714.0,50830.0,116.0
AL09OL,easy,3,51980.0,52114.0,134.0
AL09OL,easy,4,675.0,787.0,112.0
AL09OL,easy,4,3987.0,4099.0,112.0
AL09OL,easy,4,5443.0,5571.0,128.0
AL09OL,easy,4,6275.0,6499.0,224.0
AL09OL,easy,4,6963.0,7123.0,160.0
AL09OL,easy,4,8915.0,9027.0,112.0
AL09OL,easy,4,9347.0,9557.0,210.0
AL09OL,easy,4,10410.0,10570.0,160.0
AL09OL,easy,4,12124.0,12450.0,326.0
AL09OL,easy,4,12936.0,13086.0,150.0
AL09OL,easy,4,16825.0,16937.0,112.0
AL09OL,easy,4,18832.0,19152.0,320.0
AL09OL,easy,4,20482.0,20642.0,160.0
AL09OL,easy,4,21234.0,21458.0,224.0
AL09OL,easy,4,22836.0,22980.0,144.0
AL09OL,easy,4,23670.0,23862.0,192.0
AL09OL,easy,4,25035.0,25227.0,192.0
AL09OL,easy,4,25686.0,25962.0,276.0
AL09OL,easy,4,26639.0,26803.0,164.0
AL09OL,easy,4,28253.0,28420.0,167.0
AL09OL,easy,4,30520.0,30637.0,117.0
AL09OL,easy,4,32287.0,32539.0,252.0
AL09OL,easy,4,32870.0,33054.0,184.0
AL09OL,easy,5,6541.0,6653.0,112.0
AL09OL,easy,5,10909.0,11020.0,111.0
AL09OL,easy,5,12588.0,12796.0,208.0
AL09OL,easy,5,13788.0,13948.0,160.0
AL09OL,easy,5,14381.0,14605.0,224.0
AL09OL,easy,5,15293.0,15405.0,112.0
AL09OL,easy,5,16493.0,16605.0,112.0
AL09OL,easy,5,19085.0,19213.0,128.0
AL09OL,easy,5,19661.0,19837.0,176.0
AL09OL,easy,5,20605.0,20797.0,192.0
AL09OL,easy,5,21213.0,21469.0,256.0
AL09OL,easy,5,22205.0,22653.0,448.0
AL09OL,easy,5,23421.0,23677.0,256.0
AL09OL,easy,5,24061.0,24269.0,208.0
AL09OL,easy,5,24669.0,24893.0,224.0
AL09OL,easy,5,25357.0,25581.0,224.0
AL09OL,easy,5,25805.0,25981.0,176.0
AL09OL,easy,5,27117.0,27245.0,128.0
AL09OL,easy,5,28429.0,28589.0,160.0
AL09OL,easy,5,29613.0,29885.0,272.0
AL09OL,easy,5,30589.0,30957.0,368.0
AL09OL,easy,5,31469.0,31645.0,176.0
AL09OL,easy,5,33997.0,34141.0,144.0
AL09OL,easy,5,34845.0,35101.0,256.0
AL09OL,easy,5,35501.0,35693.0,192.0
AL09OL,easy,5,36911.0,37023.0,112.0
AL09OL,easy,5,37727.0,37871.0,144.0
AL09OL,easy,5,38687.0,38831.0,144.0
AL09OL,easy,5,41359.0,41423.0,64.0
AL09OL,easy,5,41935.0,42095.0,160.0
AL09OL,easy,5,42559.0,42735.0,176.0
AL09OL,easy,5,44143.0,44303.0,160.0
AL09OL,easy,5,46335.0,46479.0,144.0
AL09OL,easy,5,48223.0,48319.0,96.0
AL09OL,easy,5,49071.0,49423.0,352.0
AL09OL,easy,5,49983.0,50271.0,288.0
AL09OL,easy,5,50543.0,50703.0,160.0
AL09OL,easy,5,51087.0,51359.0,272.0
AL09OL,easy,5,51823.0,51967.0,144.0
AL09OL,easy,5,52591.0,52863.0,272.0
AL09OL,easy,5,53776.0,54112.0,336.0
AL09OL,easy,5,55264.0,55474.0,210.0
AL09OL,easy,5,56002.0,56162.0,160.0
AL09OL,easy,5,56786.0,57138.0,352.0
AL09OL,easy,5,57938.0,58178.0,240.0
AL09OL,easy,5,58546.0,58770.0,224.0
AL09OL,easy,5,59314.0,59506.0,192.0
AL09OL,easy,6,871.0,967.0,96.0
AL09OL,easy,6,1623.0,1815.0,192.0
AL09OL,easy,6,2375.0,2551.0,176.0
AL09OL,easy,6,3446.0,3590.0,144.0
AL09OL,easy,6,6199.0,6349.0,150.0
AL09OL,easy,6,12449.0,12566.0,117.0
AL09OL,easy,6,13882.0,14099.0,217.0
AL09OL,easy,6,14882.0,15182.0,300.0
AL09OL,easy,6,15866.0,16032.0,166.0
AL09OL,easy,6,17449.0,17566.0,117.0
AL09OL,easy,6,19349.0,19483.0,134.0
AL09OL,easy,6,20366.0,20616.0,250.0
AL09OL,easy,6,21599.0,21683.0,84.0
AL09OL,easy,7,1779.0,1846.0,67.0
AL09OL,easy,7,2113.0,2230.0,117.0
AL09OL,easy,7,4446.0,4530.0,84.0
AL09OL,easy,7,7196.0,7380.0,184.0
AL09OL,easy,7,7713.0,7863.0,150.0
AL09OL,easy,7,8113.0,8330.0,217.0
AL09OL,easy,7,9096.0,9330.0,234.0
AL09OL,easy,8,1185.0,1265.0,80.0
AL09OL,easy,8,4577.0,4689.0,112.0
AL09OL,easy,8,7749.0,7899.0,150.0
AL09OL,easy,8,10633.0,10750.0,117.0
AL09OL,easy,8,11499.0,11783.0,284.0
AL09OL,easy,8,14983.0,15166.0,183.0
AL09OL,easy,8,15983.0,16300.0,317.0
AL09OL,easy,8,16733.0,17033.0,300.0
AL09OL,easy,8,17416.0,17683.0,267.0
AL09OL,easy,8,18300.0,18550.0,250.0
AL09OL,easy,8,19400.0,19600.0,200.0
AL09OL,easy,8,20250.0,20417.0,167.0
AL09OL,easy,8,20900.0,21216.0,316.0
AL09OL,easy,8,22000.0,22183.0,183.0
AL09OL,easy,9,1294.0,1406.0,112.0
AL09OL,easy,9,3342.0,3486.0,144.0
AL09OL,easy,9,5710.0,5838.0,128.0
AL09OL,easy,9,7312.0,7538.0,226.0
AL09OL,easy,9,8026.0,8338.0,312.0
AL09OL,easy,9,9138.0,9255.0,117.0
AL09OL,easy,9,12488.0,12638.0,150.0
AL09OL,easy,9,13338.0,13522.0,184.0
AL09OL,easy,9,14671.0,14821.0,150.0
AL09OL,easy,9,16105.0,16238.0,133.0
AL09OL,easy,9,17222.0,17422.0,200.0
AL09OL,easy,9,20372.0,20488.0,116.0
AL09OL,easy,9,21438.0,21538.0,100.0
AL09OL,easy,9,22240.0,22672.0,432.0
AL09OL,easy,9,24005.0,24088.0,83.0
AL09OL,easy,9,24938.0,25155.0,217.0
AL09OL,easy,9,25989.0,26188.0,199.0
AL09OL,easy,9,28805.0,28905.0,100.0
AL09OL,easy,9,29655.0,29805.0,150.0
AL09OL,easy,9,30322.0,30422.0,100.0
AL09OL,easy,9,31355.0,31522.0,167.0
AL09OL,easy,9,31789.0,31922.0,133.0
AL09OL,easy,9,32389.0,32555.0,166.0
AL09OL,easy,9,33089.0,33322.0,233.0
AL09OL,easy,9,34489.0,34655.0,166.0
AL09OL,easy,9,35689.0,35822.0,133.0
AL09OL,easy,9,37039.0,37222.0,183.0
AL09OL,easy,9,37972.0,38122.0,150.0
AL09OL,easy,9,38572.0,38772.0,200.0
AL09OL,easy,9,39239.0,39356.0,117.0
AL09OL,easy,9,39806.0,40072.0,266.0
AL09OL,easy,9,40939.0,41057.0,118.0
AL09OL,easy,9,41839.0,42006.0,167.0
AL09OL,easy,9,43356.0,43556.0,200.0
AL09OL,easy,9,45106.0,45256.0,150.0
AL09OL,easy,9,45956.0,46156.0,200.0
AL09OL,easy,9,47706.0,48075.0,369.0
AL09OL,easy,9,48756.0,48972.0,216.0
AL09OL,easy,9,50023.0,50223.0,200.0
AL09OL,easy,9,50956.0,51173.0,217.0
AL09OL,easy,10,767.0,879.0,112.0
AL09OL,easy,10,1935.0,2047.0,112.0
AL09OL,easy,10,2719.0,2847.0,128.0
AL09OL,easy,10,5871.0,5951.0,80.0
AL09OL,easy,10,6351.0,6543.0,192.0
AL09OL,easy,10,7023.0,7199.0,176.0
AL09OL,easy,10,7487.0,7695.0,208.0
AL09OL,easy,10,8111.0,8271.0,160.0
AL09OL,easy,10,8735.0,8911.0,176.0
AL09OL,easy,10,9423.0,9535.0,112.0
AL09OL,easy,10,10878.0,10990.0,112.0
AL09OL,easy,10,12478.0,12654.0,176.0
AL09OL,easy,10,13054.0,13262.0,208.0
AL09OL,easy,10,13934.0,14078.0,144.0
AL09OL,easy,10,15326.0,15502.0,176.0
AL09OL,easy,10,16062.0,16286.0,224.0
AL09OL,easy,10,17758.0,17966.0,208.0
AL09OL,easy,10,19038.0,19214.0,176.0
AL09OL,easy,10,19806.0,19982.0,176.0
AL09OL,easy,10,20862.0,21038.0,176.0
AL09OL,easy,10,21774.0,21934.0,160.0
AL09OL,easy,10,23262.0,23454.0,192.0
AL09OL,easy,11,1024.0,1136.0,112.0
AL09OL,easy,11,2368.0,2592.0,224.0
AL09OL,easy,11,7312.0,7456.0,144.0
AL09OL,easy,11,8304.0,8416.0,112.0
AL09OL,easy,11,9440.0,9616.0,176.0
AL09OL,easy,11,10304.0,10640.0,336.0
AL09OL,easy,11,11520.0,11696.0,176.0
AL09OL,easy,11,12096.0,12272.0,176.0
AL09OL,easy,11,13056.0,13216.0,160.0
AL09OL,easy,11,14529.0,14657.0,128.0
AL09OL,easy,11,16049.0,16273.0,224.0
AL09OL,easy,11,18977.0,19121.0,144.0
AL09OL,easy,11,19585.0,19825.0,240.0
AL09OL,easy,11,20241.0,20577.0,336.0
AL09OL,easy,11,21121.0,21265.0,144.0
AL09OL,easy,11,22465.0,22609.0,144.0
AL09OL,easy,11,23686.0,23798.0,112.0
AL09OL,easy,11,25142.0,25286.0,144.0
AL09OL,easy,11,26294.0,26454.0,160.0
AL09OL,easy,11,27094.0,27318.0,224.0
AL09OL,easy,11,28294.0,28438.0,144.0
AL09OL,easy,11,29174.0,29318.0,144.0
AL09OL,easy,11,30198.0,30342.0,144.0
AL09OL,easy,11,32842.0,32970.0,128.0
AL09OL,easy,11,33626.0,33738.0,112.0
AL09OL,easy,11,34314.0,34490.0,176.0
AL09OL,easy,11,34954.0,35162.0,208.0
AL09OL,easy,11,35674.0,35930.0,256.0
AL09OL,easy,11,36218.0,36394.0,176.0
AL09OL,easy,11,37002.0,37210.0,208.0
AL09OL,easy,11,38538.0,38650.0,112.0
AL09OL,easy,11,40954.0,41098.0,144.0
AL09OL,easy,11,41642.0,41802.0,160.0
AL09OL,easy,11,42490.0,42698.0,208.0
AL09OL,easy,11,43386.0,43658.0,272.0
AL09OL,easy,11,44042.0,44330.0,288.0
AL09OL,easy,11,45034.0,45322.0,288.0
AL09OL,easy,11,46618.0,46746.0,128.0
AL09OL,easy,11,47578.0,47770.0,192.0
AL09OL,easy,11,49434.0,49546.0,112.0
AL09OL,easy,11,50026.0,50218.0,192.0
AL09OL,easy,11,51052.0,51180.0,128.0
AL09OL,easy,11,52460.0,52588.0,128.0
AL09OL,easy,11,53996.0,54156.0,160.0
AL09OL,easy,11,54860.0,55052.0,192.0
AL09OL,easy,11,55676.0,55852.0,176.0
AL09OL,easy,11,56431.0,56639.0,208.0
AL09OL,easy,11,57007.0,57295.0,288.0
AL09OL,easy,11,58799.0,58927.0,128.0
AL09OL,easy,11,59602.0,59730.0,128.0
AL09OL,easy,11,61746.0,61842.0,96.0
AL09OL,easy,11,65796.0,65892.0,96.0
AL09OL,easy,11,67252.0,67475.0,223.0
AL09OL,easy,12,997.0,1125.0,128.0
AL09OL,easy,12,2389.0,2517.0,128.0
AL09OL,easy,12,3655.0,3770.0,115.0
AL09OL,easy,12,9055.0,9138.0,83.0
AL09OL,easy,12,10105.0,10205.0,100.0
AL09OL,easy,12,10705.0,10822.0,117.0
AL09OL,easy,12,12938.0,13055.0,117.0
AL09OL,easy,12,14105.0,14255.0,150.0
AL09OL,easy,12,15005.0,15322.0,317.0
AL09OL,easy,12,17122.0,17238.0,116.0
AL09OL,easy,12,18255.0,18472.0,217.0
AL09OL,easy,12,18922.0,19155.0,233.0
AL09OL,easy,12,19855.0,20072.0,217.0
AL09OL,easy,12,20672.0,20855.0,183.0
AL09OL,easy,12,22372.0,22539.0,167.0
AL09OL,easy,12,23205.0,23373.0,168.0
AL09OL,easy,12,23755.0,23990.0,235.0
AL09OL,easy,12,24822.0,24989.0,167.0
AL09OL,easy,12,25455.0,25672.0,217.0
AL09OL,easy,12,27955.0,28055.0,100.0
AL09OL,easy,12,28539.0,28689.0,150.0
AL09OL,easy,12,30022.0,30189.0,167.0
AL09OL,easy,12,30689.0,31055.0,366.0
AL09OL,easy,12,31389.0,31505.0,116.0
AL09OL,easy,12,32289.0,32522.0,233.0
AL09OL,easy,12,33472.0,33622.0,150.0
AL09OL,easy,13,529.0,721.0,192.0
AL09OL,easy,13,3793.0,3873.0,80.0
AL09OL,easy,13,4849.0,4993.0,144.0
AL09OL,easy,13,5809.0,6000.0,191.0
AL09OL,easy,13,11520.0,11648.0,128.0
AL09OL,easy,13,12528.0,12625.0,97.0
AL09OL,easy,13,14304.0,14432.0,128.0
AL09OL,easy,13,15504.0,15648.0,144.0
AL09OL,easy,13,16304.0,16544.0,240.0
AL09OL,easy,13,19553.0,19617.0,64.0
AL09OL,easy,13,20529.0,20641.0,112.0
AL09OL,easy,14,5873.0,5985.0,112.0
AL09OL,easy,14,6897.0,7057.0,160.0
AL09OL,easy,14,7713.0,7873.0,160.0
AL09OL,easy,14,8737.0,8881.0,144.0
AL09OL,easy,14,11105.0,11201.0,96.0
AL09OL,easy,14,11633.0,11809.0,176.0
AL09OL,easy,14,14064.0,14240.0,176.0
AL09OL,easy,14,14672.0,14896.0,224.0
AL09OL,easy,14,15312.0,15536.0,224.0
AL09OL,easy,14,16176.0,16400.0,224.0
AL09OL,easy,14,16992.0,17200.0,208.0
AL09OL,easy,14,18000.0,18208.0,208.0
AL09OL,easy,14,19472.0,19616.0,144.0
AL09OL,easy,14,20544.0,20704.0,160.0
AL09OL,easy,14,21632.0,21952.0,320.0
AL09OL,easy,14,22400.0,22592.0,192.0
AL09OL,easy,14,25712.0,25872.0,160.0
AL09OL,easy,14,26656.0,26800.0,144.0
AL09OL,easy,14,27120.0,27296.0,176.0
AL09OL,easy,14,28032.0,28208.0,176.0
AL09OL,easy,14,30960.0,31088.0,128.0
AL09OL,easy,14,32048.0,32160.0,112.0
AL09OL,easy,14,33120.0,33408.0,288.0
AL09OL,easy,14,33968.0,34032.0,64.0
AL09OL,easy,14,35664.0,35760.0,96.0
AL09OL,easy,14,36592.0,36677.0,85.0
AL09OL,easy,14,38116.0,38196.0,80.0
AL09OL,easy,14,39828.0,39988.0,160.0
AL09OL,easy,14,40644.0,40772.0,128.0
AL09OL,easy,14,43508.0,43732.0,224.0
AL09OL,easy,14,44292.0,44516.0,224.0
AL09OL,easy,14,45028.0,45284.0,256.0
AL09OL,easy,14,46212.0,46404.0,192.0
AL09OL,easy,14,47092.0,47300.0,208.0
AL09OL,easy,14,47988.0,48180.0,192.0
AL09OL,easy,14,49092.0,49268.0,176.0
AL09OL,easy,14,49844.0,50068.0,224.0
AL09OL,easy,14,51668.0,51860.0,192.0
AL09OL,easy,14,52836.0,52996.0,160.0
AL09OL,easy,14,54148.0,54260.0,112.0
AL09OL,easy,14,55332.0,55492.0,160.0
AL09OL,easy,14,56692.0,56836.0,144.0
AL09OL,easy,14,58836.0,58964.0,128.0
AL09OL,easy,14,60004.0,60212.0,208.0
AL09OL,easy,14,61012.0,61220.0,208.0
AL09OL,easy,14,62196.0,62308.0,112.0
AL09OL,easy,14,63412.0,63572.0,160.0
AL09OL,easy,14,64292.0,64452.0,160.0
AL09OL,easy,14,64788.0,64980.0,192.0
AL09OL,easy,14,66643.0,66787.0,144.0
AL09OL,easy,14,68227.0,68420.0,193.0
AL09OL,easy,14,69011.0,69203.0,192.0
AL09OL,easy,14,69827.0,70021.0,194.0
AL09OL,easy,14,70932.0,71140.0,208.0
AL09OL,easy,14,72404.0,72580.0,176.0
AL09OL,easy,14,73988.0,74164.0,176.0
AL09OL,easy,14,74708.0,74948.0,240.0
AL09OL,easy,15,565.0,757.0,192.0
AL09OL,easy,15,1989.0,2101.0,112.0
AL09OL,easy,15,2421.0,2712.0,291.0
AL09OL,easy,16,2411.0,2523.0,112.0
AL09OL,easy,16,4475.0,4635.0,160.0
AL09OL,easy,17,5120.0,5216.0,96.0
AL09OL,easy,17,7600.0,7776.0,176.0
AL09OL,easy,17,8880.0,9152.0,272.0
AL09OL,easy,17,15013.0,15109.0,96.0
AL09OL,easy,17,17432.0,17512.0,80.0
AL09OL,easy,17,18872.0,19048.0,176.0
AL09OL,easy,18,833.0,993.0,160.0
AL09OL,easy,18,1569.0,1745.0,176.0
AL09OL,easy,18,3108.0,3220.0,112.0
AL09OL,easy,18,6564.0,6708.0,144.0
AL09OL,easy,18,7940.0,8100.0,160.0
AL09OL,easy,18,8724.0,9012.0,288.0
AL09OL,easy,18,9316.0,9430.0,114.0
AL09OL,easy,18,9750.0,10054.0,304.0
AL09OL,easy,19,3900.0,4017.0,117.0
AL09OL,easy,19,8200.0,8300.0,100.0
AL09OL,easy,19,9050.0,9183.0,133.0
AL09OL,easy,19,10150.0,10383.0,233.0
AL09OL,easy,19,12517.0,12683.0,166.0
AL09OL,easy,19,14684.0,14834.0,150.0
AL09OL,easy,19,16667.0,16800.0,133.0
AL09OL,easy,19,18250.0,18434.0,184.0
AL09OL,easy,19,19267.0,19550.0,283.0
AL09OL,easy,19,19834.0,20167.0,333.0
AL09OL,easy,19,20550.0,20817.0,267.0
AL09OL,easy,19,22150.0,22284.0,134.0
AL09OL,easy,19,23734.0,23901.0,167.0
AL09OL,easy,19,25068.0,25234.0,166.0
AL09OL,easy,19,26301.0,26651.0,350.0
AL09OL,easy,19,28434.0,28601.0,167.0
AL09OL,easy,19,29767.0,29934.0,167.0
AL09OL,hard,0,942.0,1070.0,128.0
AL09OL,hard,0,1638.0,1905.0,267.0
AL09OL,hard,0,2671.0,2888.0,217.0
AL09OL,hard,0,4818.0,4946.0,128.0
AL09OL,hard,0,6722.0,6788.0,66.0
AL09OL,hard,0,11505.0,11672.0,167.0
AL09OL,hard,0,12572.0,12738.0,166.0
AL09OL,hard,0,14305.0,14405.0,100.0
AL09OL,hard,0,15672.0,15822.0,150.0
AL09OL,hard,0,16392.0,16538.0,146.0
AL09OL,hard,0,17442.0,17570.0,128.0
AL09OL,hard,0,17939.0,18275.0,336.0
AL09OL,hard,0,19187.0,19267.0,80.0
AL09OL,hard,0,19891.0,20131.0,240.0
AL09OL,hard,0,20531.0,20739.0,208.0
AL09OL,hard,0,21603.0,21763.0,160.0
AL09OL,hard,0,22226.0,22466.0,240.0
AL09OL,hard,0,23170.0,23378.0,208.0
AL09OL,hard,0,23716.0,23989.0,273.0
AL09OL,hard,0,25685.0,25845.0,160.0
AL09OL,hard,0,26646.0,26838.0,192.0
AL09OL,hard,0,27430.0,27639.0,209.0
AL09OL,hard,0,28039.0,28247.0,208.0
AL09OL,hard,0,29319.0,29495.0,176.0
AL09OL,hard,0,30267.0,30475.0,208.0
AL09OL,hard,0,31361.0,31553.0,192.0
AL09OL,hard,0,32657.0,32946.0,289.0
AL09OL,hard,0,33954.0,34082.0,128.0
AL09OL,hard,0,34946.0,35186.0,240.0
AL09OL,hard,0,35666.0,35906.0,240.0
AL09OL,hard,0,36530.0,36738.0,208.0
AL09OL,hard,0,38290.0,38482.0,192.0
AL09OL,hard,0,40514.0,40690.0,176.0
AL09OL,hard,0,41826.0,41986.0,160.0
AL09OL,hard,0,43218.0,43362.0,144.0
AL09OL,hard,0,45090.0,45234.0,144.0
AL09OL,hard,0,46290.0,46466.0,176.0
AL09OL,hard,0,47986.0,48114.0,128.0
AL09OL,hard,0,49026.0,49170.0,144.0
AL09OL,hard,0,49826.0,49970.0,144.0
AL09OL,hard,0,52662.0,52774.0,112.0
AL09OL,hard,0,53896.0,54008.0,112.0
AL09OL,hard,0,55084.0,55357.0,273.0
AL09OL,hard,0,59823.0,59957.0,134.0
AL09OL,hard,0,61557.0,61774.0,217.0
AL09OL,hard,0,62207.0,62290.0,83.0
AL09OL,hard,0,63424.0,63609.0,185.0
AL09OL,hard,0,64090.0,64257.0,167.0
AL09OL,hard,0,65240.0,65390.0,150.0
AL09OL,hard,0,66074.0,66374.0,300.0
AL09OL,hard,0,68157.0,68307.0,150.0
AL09OL,hard,0,72890.0,72957.0,67.0
AL09OL,hard,1,877.0,989.0,112.0
AL09OL,hard,1,2097.0,2209.0,112.0
AL09OL,hard,1,3538.0,3671.0,133.0
AL09OL,hard,1,5088.0,5205.0,117.0
AL09OL,hard,1,6605.0,6705.0,100.0
AL09OL,hard,1,7805.0,7922.0,117.0
AL09OL,hard,1,8522.0,8788.0,266.0
AL09OL,hard,1,11888.0,12005.0,117.0
AL09OL,hard,1,13622.0,13738.0,116.0
AL09OL,hard,1,14205.0,14372.0,167.0
AL09OL,hard,1,15272.0,15388.0,116.0
AL09OL,hard,1,16072.0,16239.0,167.0
AL09OL,hard,1,16872.0,17155.0,283.0
AL09OL,hard,1,21255.0,21322.0,67.0
AL09OL,hard,1,23356.0,23471.0,115.0
AL09OL,hard,1,23823.0,24106.0,283.0
AL09OL,hard,1,25222.0,25489.0,267.0
AL09OL,hard,1,26289.0,26439.0,150.0
AL09OL,hard,1,27206.0,27406.0,200.0
AL09OL,hard,1,27805.0,28006.0,201.0
AL09OL,hard,1,28472.0,28789.0,317.0
AL09OL,hard,1,29275.0,29439.0,164.0
AL09OL,hard,2,2283.0,2443.0,160.0
AL09OL,hard,2,5516.0,5645.0,129.0
AL09OL,hard,2,8383.0,8479.0,96.0
AL09OL,hard,2,9328.0,9447.0,119.0
AL09OL,hard,2,10395.0,10589.0,194.0
AL09OL,hard,2,11531.0,11645.0,114.0
AL09OL,hard,2,11823.0,11951.0,128.0
AL09OL,hard,2,14611.0,14745.0,134.0
AL09OL,hard,2,16558.0,16670.0,112.0
AL09OL,hard,2,17678.0,18030.0,352.0
AL09OL,hard,2,18622.0,18702.0,80.0
AL09OL,hard,2,19454.0,19582.0,128.0
AL09OL,hard,2,22222.0,22350.0,128.0
AL09OL,hard,2,22846.0,23038.0,192.0
AL09OL,hard,2,23983.0,24159.0,176.0
AL09OL,hard,2,24719.0,24895.0,176.0
AL09OL,hard,2,26031.0,26127.0,96.0
AL09OL,hard,2,26831.0,27007.0,176.0
AL09OL,hard,2,27743.0,27919.0,176.0
AL09OL,hard,2,28527.0,28719.0,192.0
AL09OL,hard,2,30079.0,30223.0,144.0
AL09OL,hard,2,30911.0,31055.0,144.0
AL09OL,hard,2,31840.0,31984.0,144.0
AL09OL,hard,2,33200.0,33392.0,192.0
AL09OL,hard,2,33872.0,34128.0,256.0
AL09OL,hard,2,36112.0,36223.0,111.0
AL09OL,hard,2,36943.0,37167.0,224.0
AL09OL,hard,2,39983.0,40287.0,304.0
AL09OL,hard,2,40751.0,40927.0,176.0
AL09OL,hard,2,41777.0,42145.0,368.0
AL09OL,hard,2,42369.0,42561.0,192.0
AL09OL,hard,2,44369.0,44561.0,192.0
AL09OL,hard,2,45601.0,45777.0,176.0
AL09OL,hard,2,46561.0,46737.0,176.0
AL09OL,hard,2,47313.0,47537.0,224.0
AL09OL,hard,2,48337.0,48529.0,192.0
AL09OL,hard,2,49313.0,49569.0,256.0
AL09OL,hard,2,51297.0,51473.0,176.0
AL09OL,hard,2,52721.0,52897.0,176.0
AL09OL,hard,2,54049.0,54241.0,192.0
AL09OL,hard,2,55473.0,55697.0,224.0
AL09OL,hard,2,56465.0,56641.0,176.0
AL09OL,hard,2,57605.0,57765.0,160.0
AL09OL,hard,2,58389.0,58597.0,208.0
AL09OL,hard,2,59157.0,59301.0,144.0
AL09OL,hard,2,59797.0,60037.0,240.0
AL09OL,hard,2,60725.0,60853.0,128.0
AL09OL,hard,2,61717.0,61989.0,272.0
AL09OL,hard,2,62645.0,62757.0,112.0
AL09OL,hard,3,1082.0,1247.0,165.0
AL09OL,hard,3,1863.0,1963.0,100.0
AL09OL,hard,3,3513.0,3697.0,184.0
AL09OL,hard,3,4430.0,4747.0,317.0
AL09OL,hard,3,5113.0,5447.0,334.0
AL09OL,hard,3,6446.0,6580.0,134.0
AL09OL,hard,3,8780.0,8913.0,133.0
AL09OL,hard,3,10413.0,10580.0,167.0
AL09OL,hard,3,12564.0,12680.0,116.0
AL09OL,hard,3,13947.0,14164.0,217.0
AL09OL,hard,3,19214.0,19314.0,100.0
AL09OL,hard,3,20214.0,20364.0,150.0
AL09OL,hard,3,22397.0,22564.0,167.0
AL09OL,hard,3,23364.0,23747.0,383.0
