subject_id,game_difficulty,world_number,0
TI01NI,normal,7,0.9171901301473909
TI01NI,normal,8,1.0
TI01NI,normal,9,0.9519574335870747
TI01NI,normal,10,0.9083269671504965
TI01NI,normal,11,0.944795347672445
TI01NI,normal,12,0.930328604776441
TI01NI,normal,13,0.9221409121851599
TI01NI,normal,14,0.927578912439338
TI01NI,normal,15,0.9324
TI01NI,normal,16,0.808752948832669
TI01NI,normal,17,0.9234394089243121
TI01NI,normal,18,0.8348692138654569
TI01NI,normal,19,0.9802311764070433
