subject_id,game_difficulty,world_number,time,score,experience,game_status
PA05OL,easy,6,7685.0,11946.0,3,lost
PA05OL,easy,7,61966.0,11946.0,3,won
PA05OL,easy,8,4191.0,11946.0,3,lost
PA05OL,easy,9,28349.0,11946.0,3,won
PA05OL,easy,10,24515.0,11946.0,3,won
PA05OL,easy,11,13300.0,11946.0,3,won
PA05OL,easy,12,8757.0,11946.0,3,lost
PA05OL,easy,13,28000.0,11946.0,3,won
PA05OL,easy,14,25901.0,11946.0,3,won
PA05OL,easy,15,11909.0,11946.0,3,lost
PA05OL,easy,16,16443.0,11946.0,3,won
PA05OL,easy,17,20294.0,11946.0,3,won
PA05OL,easy,18,35693.0,11946.0,3,won
PA05OL,easy,19,21696.0,11946.0,3,won
PA05OL,normal,0,24154.0,11946.0,3,won
PA05OL,normal,1,13638.0,11946.0,3,lost
PA05OL,normal,2,16105.0,11946.0,3,lost
PA05OL,normal,3,25543.0,11946.0,3,won
PA05OL,normal,4,7341.0,11946.0,3,lost
PA05OL,normal,5,52875.0,11946.0,3,won
PA05OL,normal,6,24863.0,11946.0,3,lost
PA05OL,normal,7,42366.0,11946.0,3,won
PA05OL,normal,8,21694.0,11946.0,3,won
PA05OL,normal,9,74973.0,11946.0,3,timed_out
PA05OL,normal,10,24144.0,11946.0,3,won
PA05OL,normal,11,5214.0,11946.0,3,lost
PA05OL,normal,12,15758.0,11946.0,3,lost
PA05OL,normal,13,16456.0,11946.0,3,lost
PA05OL,normal,14,38506.0,11946.0,3,won
PA05OL,normal,15,26602.0,11946.0,3,won
PA05OL,normal,16,17841.0,11946.0,3,lost
PA05OL,normal,17,4198.0,11946.0,3,lost
PA05OL,normal,18,54268.0,11946.0,3,won
PA05OL,normal,19,35007.0,11946.0,3,lost
PA05OL,hard,0,74971.0,11946.0,3,timed_out
PA05OL,hard,1,70715.0,11946.0,3,won
PA05OL,hard,2,74975.0,11946.0,3,timed_out
PA05OL,hard,3,39557.0,11946.0,3,won
PA05OL,hard,4,23443.0,11946.0,3,lost
PA05OL,hard,5,5215.0,11946.0,3,lost
PA05OL,hard,6,6638.0,11946.0,3,lost
PA05OL,hard,7,74981.0,11946.0,3,timed_out
PA05OL,hard,8,11193.0,11946.0,3,lost
PA05OL,hard,9,15752.0,11946.0,3,lost
PA05OL,hard,10,29051.0,11946.0,3,lost
PA05OL,hard,11,13528.0,11946.0,3,lost
PA05OL,hard,12,2938.0,11946.0,3,lost
PA05OL,hard,13,13996.0,11946.0,3,lost
PA05OL,hard,14,67219.0,11946.0,3,won
PA05OL,hard,15,7674.0,11946.0,3,lost
PA05OL,hard,16,74967.0,11946.0,3,timed_out
PA05OL,hard,17,13502.0,11946.0,3,lost
PA05OL,hard,18,74977.0,11946.0,3,timed_out
PA05OL,hard,19,50765.0,11946.0,3,won
PI10MA,easy,0,36400.0,17521.0,3,won
PI10MA,easy,1,35722.0,17521.0,3,won
PI10MA,easy,2,40609.0,17521.0,3,won
PI10MA,easy,3,44460.0,17521.0,3,won
PI10MA,easy,4,35351.0,17521.0,3,won
PI10MA,easy,5,49714.0,17521.0,3,won
PI10MA,easy,6,43748.0,17521.0,3,won
PI10MA,easy,7,40590.0,17521.0,3,won
PI10MA,easy,8,38510.0,17521.0,3,won
PI10MA,easy,9,38513.0,17521.0,3,won
PI10MA,easy,10,42719.0,17521.0,3,won
PI10MA,easy,11,59169.0,17521.0,3,won
PI10MA,easy,12,35011.0,17521.0,3,won
PI10MA,easy,13,25214.0,17521.0,3,won
PI10MA,easy,14,25191.0,17521.0,3,won
PI10MA,easy,15,35362.0,17521.0,3,won
PI10MA,easy,16,24841.0,17521.0,3,won
PI10MA,easy,17,61618.0,17521.0,3,won
PI10MA,easy,18,10845.0,17521.0,3,lost
PI10MA,easy,19,47268.0,17521.0,3,won
PI10MA,normal,0,12591.0,17521.0,3,lost
PI10MA,normal,1,27999.0,17521.0,3,won
PI10MA,normal,2,8054.0,17521.0,3,lost
PI10MA,normal,3,74975.0,17521.0,3,timed_out
PI10MA,normal,4,33249.0,17521.0,3,won
PI10MA,normal,5,43764.0,17521.0,3,won
PI10MA,normal,6,7948.0,17521.0,3,lost
PI10MA,normal,7,13649.0,17521.0,3,lost
PI10MA,normal,8,63029.0,17521.0,3,won
PI10MA,normal,9,72838.0,17521.0,3,won
PI10MA,normal,10,35700.0,17521.0,3,won
PI10MA,normal,11,5198.0,17521.0,3,lost
PI10MA,normal,12,25896.0,17521.0,3,won
PI10MA,normal,13,63709.0,17521.0,3,won
PI10MA,normal,14,46202.0,17521.0,3,won
PI10MA,normal,15,28698.0,17521.0,3,won
PI10MA,normal,16,8739.0,17521.0,3,lost
PI10MA,normal,17,12237.0,17521.0,3,lost
PI10MA,normal,18,37450.0,17521.0,3,won
PI10MA,normal,19,46543.0,17521.0,3,won
PI10MA,hard,0,11191.0,17521.0,3,lost
PI10MA,hard,1,33243.0,17521.0,3,won
PI10MA,hard,2,42705.0,17521.0,3,won
PI10MA,hard,3,12544.0,17521.0,3,lost
PI10MA,hard,4,4512.0,17521.0,3,lost
PI10MA,hard,5,54238.0,17521.0,3,won
PI10MA,hard,6,54262.0,17521.0,3,won
PI10MA,hard,7,20996.0,17521.0,3,lost
PI10MA,hard,8,74971.0,17521.0,3,timed_out
PI10MA,hard,9,5375.0,17521.0,3,lost
PI10MA,hard,10,18249.0,17521.0,3,lost
PI10MA,hard,11,16086.0,17521.0,3,lost
PI10MA,hard,12,66880.0,17521.0,3,won
PI10MA,hard,13,11195.0,17521.0,3,lost
PI10MA,hard,14,66879.0,17521.0,3,won
PI10MA,hard,15,9097.0,17521.0,3,lost
PI10MA,hard,16,12193.0,17521.0,3,lost
PI10MA,hard,17,32901.0,17521.0,3,lost
PI10MA,hard,18,12541.0,17521.0,3,lost
PI10MA,hard,19,41300.0,17521.0,3,won
TI01NI,easy,0,15737.0,14139.078,3,won
TI01NI,easy,1,34290.0,14139.078,3,won
TI01NI,easy,2,12228.0,14139.078,3,won
TI01NI,easy,3,17834.0,14139.078,3,won
TI01NI,easy,4,19589.0,14139.078,3,won
TI01NI,easy,5,11196.0,14139.078,3,lost
TI01NI,easy,6,8734.0,14139.078,3,lost
TI01NI,easy,7,7653.0,14139.078,3,lost
TI01NI,easy,8,9786.0,14139.078,3,lost
TI01NI,easy,9,38501.0,14139.078,3,won
TI01NI,easy,10,25907.0,14139.078,3,won
TI01NI,easy,11,24848.0,14139.078,3,won
TI01NI,easy,12,12229.0,14139.078,3,won
TI01NI,easy,13,6987.0,14139.078,3,lost
TI01NI,easy,14,67909.0,14139.078,3,won
TI01NI,easy,15,9093.0,14139.078,3,won
TI01NI,easy,16,12236.0,14139.078,3,lost
TI01NI,easy,17,19939.0,14139.078,3,won
TI01NI,easy,18,10832.0,14139.078,3,lost
TI01NI,easy,19,17479.0,14139.078,3,won
TI01NI,normal,0,61606.0,14139.078,3,won
TI01NI,normal,1,4188.0,14139.078,3,lost
TI01NI,normal,2,34305.0,14139.078,3,lost
TI01NI,normal,3,60908.0,14139.078,3,won
TI01NI,normal,4,11537.0,14139.078,3,lost
TI01NI,normal,5,52158.0,14139.078,3,won
TI01NI,normal,6,48648.0,14139.078,3,won
TI01NI,normal,7,29389.0,14139.078,3,lost
TI01NI,normal,8,26934.0,14139.078,3,won
TI01NI,normal,9,32188.0,14139.078,3,won
TI01NI,normal,10,6291.0,14139.078,3,lost
TI01NI,normal,11,44803.0,14139.078,3,won
TI01NI,normal,12,27633.0,14139.078,3,won
TI01NI,normal,13,13992.0,14139.078,3,lost
TI01NI,normal,14,30800.0,14139.078,3,won
TI01NI,normal,15,27633.0,14139.078,3,won
TI01NI,normal,16,15024.0,14139.078,3,lost
TI01NI,normal,17,21337.0,14139.078,3,won
TI01NI,normal,18,35353.0,14139.078,3,won
TI01NI,normal,19,11534.0,14139.078,3,lost
TI01NI,hard,0,14678.0,14139.078,3,lost
TI01NI,hard,1,27632.0,14139.078,3,lost
TI01NI,hard,2,19578.0,14139.078,3,won
TI01NI,hard,3,17488.0,14139.078,3,lost
TI01NI,hard,4,4496.0,14139.078,3,lost
TI01NI,hard,5,8732.0,14139.078,3,lost
TI01NI,hard,6,3839.0,14139.078,3,lost
TI01NI,hard,7,16785.0,14139.078,3,lost
TI01NI,hard,8,688.0,14139.078,3,lost
TI01NI,hard,9,5185.0,14139.078,3,lost
TI01NI,hard,10,24346.0,14139.078,3,lost
TI01NI,hard,11,46884.0,14139.078,3,won
TI01NI,hard,12,40604.0,14139.078,3,won
TI01NI,hard,13,47945.0,14139.078,3,won
TI01NI,hard,14,31161.0,14139.078,3,won
TI01NI,hard,15,40607.0,14139.078,3,won
TI01NI,hard,16,44102.0,14139.078,3,lost
TI01NI,hard,17,6253.0,14139.078,3,lost
TI01NI,hard,18,13629.0,14139.078,3,lost
TI01NI,hard,19,10118.0,14139.078,3,lost
