subject_id,game_difficulty,world_number,player_x_field,player_y_field,score,weighted_fix_distance_euclidean,weighted_fix_distance_manhattan
AL09OL,easy,14,6.0,8.0,15380.0,426.37435010971325,3.789473684210526
AL09OL,easy,14,7.0,8.0,15380.0,273.7934849399019,3.0526315789473686
AL09OL,easy,14,8.0,8.0,15380.0,335.71028075577806,3.290909090909091
AL09OL,easy,14,5.0,9.0,15380.0,343.98104617697396,3.5942028985507246
AL09OL,easy,14,4.0,9.0,15380.0,86.99921395781436,1.6785714285714286
AL09OL,easy,14,4.0,10.0,15380.0,166.30454920715144,1.673913043478261
AL09OL,easy,14,5.0,10.0,15380.0,147.85928549979903,1.467741935483871
AL09OL,easy,14,5.0,11.0,15380.0,147.76616209872023,1.1031746031746033
AL09OL,easy,14,4.0,12.0,15380.0,894.1276907257541,7.65
AL09OL,easy,14,5.0,12.0,15380.0,804.7620160862979,6.8076923076923075
AL09OL,easy,14,6.0,12.0,15380.0,429.1282897859535,3.9453125
AL09OL,easy,14,7.0,12.0,15380.0,185.59598834449196,1.6783216783216783
