subject_id,game_difficulty,world_number,level_score,score,standardized_level_score
TI01NI,easy,7,-100.0,7418.157,-100.0
TI01NI,easy,8,-100.0,7418.157,-100.0
TI01NI,easy,9,306.499,7418.157,306.499
TI01NI,easy,10,319.093,7418.157,319.093
TI01NI,easy,11,65.0,7418.157,65.0
TI01NI,easy,12,332.771,7418.157,332.771
TI01NI,easy,13,-100.0,7418.157,-100.0
TI01NI,easy,14,277.091,7418.157,277.091
TI01NI,easy,15,335.907,7418.157,335.907
TI01NI,easy,16,-100.0,7418.157,-100.0
TI01NI,easy,17,325.061,7418.157,325.061
TI01NI,easy,18,-100.0,7418.157,-100.0
TI01NI,easy,19,327.521,7418.157,327.521
TI01NI,normal,0,566.788,7418.157,283.394
TI01NI,normal,1,-100.0,7418.157,-100.0
TI01NI,normal,2,-100.0,7418.157,-100.0
TI01NI,normal,3,568.184,7418.157,284.092
TI01NI,normal,4,-100.0,7418.157,-100.0
TI01NI,normal,5,585.684,7418.157,292.842
TI01NI,normal,6,130.0,7418.157,65.0
TI01NI,normal,7,-100.0,7418.157,-100.0
TI01NI,normal,8,130.0,7418.157,65.0
TI01NI,normal,9,625.624,7418.157,312.812
TI01NI,normal,10,-100.0,7418.157,-100.0
TI01NI,normal,11,600.394,7418.157,300.197
TI01NI,normal,12,130.0,7418.157,65.0
TI01NI,normal,13,-100.0,7418.157,-100.0
TI01NI,normal,14,130.0,7418.157,65.0
TI01NI,normal,15,130.0,7418.157,65.0
TI01NI,normal,16,-100.0,7418.157,-100.0
TI01NI,normal,17,130.0,7418.157,65.0
TI01NI,normal,18,619.294,7418.157,309.647
TI01NI,normal,19,-100.0,7418.157,-100.0
TI01NI,hard,0,-100.0,7418.157,-100.0
TI01NI,hard,1,-100.0,7418.157,-100.0
TI01NI,hard,2,195.0,7418.157,65.0
TI01NI,hard,3,-100.0,7418.157,-100.0
TI01NI,hard,4,-100.0,7418.157,-100.0
TI01NI,hard,5,-100.0,7418.157,-100.0
TI01NI,hard,6,-100.0,7418.157,-100.0
TI01NI,hard,7,-100.0,7418.157,-100.0
TI01NI,hard,8,-100.0,7418.157,-100.0
TI01NI,hard,9,-100.0,7418.157,-100.0
TI01NI,hard,10,-100.0,7418.157,-100.0
TI01NI,hard,11,195.0,7418.157,65.0
TI01NI,hard,12,913.1880000000001,7418.157,304.396
TI01NI,hard,13,891.165,7418.157,297.055
TI01NI,hard,14,195.0,7418.157,65.0
TI01NI,hard,15,195.0,7418.157,65.0
TI01NI,hard,16,-100.0,7418.157,-100.0
TI01NI,hard,17,-100.0,7418.157,-100.0
TI01NI,hard,18,-100.0,7418.157,-100.0
TI01NI,hard,19,-100.0,7418.157,-100.0
